,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
303,0.669,0.52,8,-10.136,1,0.0345,0.245,0.00535,0.126,0.634,104.812
304,0.37,0.919,4,-5.721,1,0.102,0.000376,0.419,0.49,0.471,134.021
305,0.622,0.496,2,-6.064,1,0.207,0.7,0.0,0.106,0.561,149.165
306,0.326,0.872,2,-7.602,1,0.122,0.214,0.0,0.461,0.492,173.381
307,0.335,0.579,2,-6.98,0,0.0632,0.277,0.0,0.0606,0.404,80.317
308,0.341,0.42,8,-6.567,1,0.0318,0.183,0.0,0.0967,0.306,145.808
309,0.272,0.16,9,-9.947,1,0.0323,0.729,0.0,0.18,0.142,98.612
310,0.299,0.422,5,-9.977,1,0.0285,0.0873,0.0,0.182,0.168,67.797
311,0.255,0.43,9,-12.564,1,0.0322,0.546,1.87e-05,0.188,0.546,164.267
312,0.38,0.0993,2,-20.567,1,0.0509,0.914,2.32e-05,0.0605,0.44,174.874
313,0.538,0.127,11,-16.057,1,0.0284,0.589,0.00017,0.238,0.527,62.829
314,0.695,0.336,9,-12.999,1,0.0313,0.8,0.00264,0.701,0.422,79.109
315,0.403,0.777,5,-6.416,1,0.0354,0.0999,3.28e-06,0.124,0.149,76.329
316,0.495,0.349,0,-9.926,0,0.0246,0.798,0.707,0.103,0.152,77.971
317,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109
318,0.524,0.572,5,-13.306,1,0.0413,0.0627,0.000133,0.208,0.607,114.182
319,0.811,0.41,9,-8.214,1,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965
320,0.591,0.706,5,-12.115,1,0.0552,0.043,0.00172,0.231,0.915,95.762
321,0.543,0.577,4,-5.842,0,0.0404,0.483,0.0,0.263,0.179,142.04
322,0.539,0.597,7,-9.581,1,0.0258,0.0108,0.00552,0.134,0.251,139.444
323,0.73,0.751,11,-6.272,0,0.0343,0.0726,0.179,0.168,0.924,127.987
324,0.649,0.679,2,-12.515,1,0.0316,0.464,0.00121,0.339,0.971,126.867
325,0.521,0.297,2,-7.022,1,0.0351,0.732,0.0,0.273,0.517,118.681
326,0.458,0.446,1,-8.82,1,0.0279,0.334,6.28e-06,0.195,0.159,130.062
327,0.438,0.816,1,-7.573,1,0.0564,0.0171,0.0,0.382,0.644,148.244
328,0.678,0.869,8,-5.788,1,0.0595,0.0368,0.0,0.524,0.644,131.98
329,0.456,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.19
330,0.584,0.533,10,-7.11,0,0.0305,0.684,0.0,0.306,0.224,131.745
331,0.613,0.656,9,-9.849,1,0.0404,0.000977,0.000224,0.328,0.177,133.042
332,0.516,0.865,6,-3.576,0,0.0433,0.000138,0.0193,0.488,0.599,133.918
333,0.526,0.775,0,-6.05,1,0.0352,0.707,2.05e-05,0.217,0.962,80.106
334,0.758,0.41,0,-11.8,1,0.0404,0.013,0.000101,0.0875,0.339,119.197
335,0.526,0.358,4,-7.239,0,0.0243,0.525,0.0,0.0942,0.399,78.989
336,0.684,0.559,5,-11.366,0,0.168,0.358,0.0427,0.641,0.892,179.556
337,0.257,0.803,7,-3.886,1,0.0411,0.137,0.0156,0.297,0.294,150.818
338,0.474,0.473,2,-11.454,1,0.0601,0.545,1.25e-06,0.0356,0.561,77.583
339,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883
340,0.443,0.727,4,-7.951,1,0.145,0.263,0.000141,0.169,0.566,160.82
341,0.526,0.545,9,-11.673,1,0.028,0.65,0.000612,0.106,0.733,134.053
342,0.869,0.68,1,-6.233,1,0.318,0.0416,1.12e-06,0.0914,0.815,85.519
343,0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374
344,0.697,0.549,7,-12.379,1,0.031,0.51,0.00299,0.0581,0.954,139.995
345,0.597,0.543,9,-6.336,0,0.0549,0.074,0.0,0.372,0.688,103.487
346,0.559,0.33,9,-8.251,1,0.0285,0.892,0.0,0.0975,0.285,135.109
347,0.891,0.486,6,-7.803,1,0.159,0.0158,3.78e-06,0.0925,0.239,125.01
348,0.259,0.983,8,-3.523,1,0.0869,0.0583,0.000298,0.972,0.375,166.81
349,0.594,0.399,2,-10.012,1,0.0549,0.773,0.0,0.366,0.83,131.797
350,0.585,0.697,1,-6.126,0,0.357,0.0339,0.0,0.255,0.402,133.177
351,0.602,0.536,4,-9.74,1,0.0288,0.183,1.9e-05,0.0802,0.506,124.558
352,0.321,0.474,5,-9.383,1,0.0348,0.743,0.0,0.204,0.804,121.199
353,0.297,0.364,10,-9.261,1,0.0305,0.813,0.000761,0.0976,0.149,122.598
354,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125
355,0.446,0.239,0,-13.945,1,0.0316,0.551,4.1e-06,0.0697,0.298,189.507
356,0.701,0.944,4,-2.986,1,0.0455,0.0755,0.0,0.601,0.792,128.993
357,0.669,0.616,11,-10.776,0,0.033,0.482,0.0,0.179,0.818,130.037
358,0.443,0.403,0,-8.339,1,0.0322,0.631,0.0,0.111,0.41,143.462
359,0.727,0.834,2,-5.851,1,0.0496,0.165,0.0,0.105,0.816,131.7
360,0.668,0.26,7,-14.256,1,0.0523,0.453,0.0,0.0621,0.368,119.416
361,0.745,0.656,10,-6.393,1,0.0405,0.188,0.00337,0.0941,0.858,105.318
362,0.149,0.206,3,-13.888,1,0.0323,0.822,0.000649,0.115,0.264,79.764
363,0.295,0.584,9,-6.696,0,0.0345,0.000385,0.218,0.0996,0.228,117.2
364,0.51,0.488,7,-10.304,1,0.0304,0.256,0.0,0.11,0.649,125.683
365,0.534,0.887,0,-3.777,1,0.0345,0.0768,9.93e-05,0.325,0.72,122.494
366,0.537,0.959,0,-3.002,0,0.0557,0.0704,1.8e-06,0.382,0.828,122.806
367,0.385,0.342,2,-7.749,1,0.0285,0.416,0.0,0.119,0.131,132.864
368,0.529,0.732,9,-6.201,0,0.033,0.0273,0.0,0.52,0.506,94.45
369,0.273,0.759,11,-4.75,0,0.0427,0.00159,0.00437,0.101,0.442,167.644
370,0.509,0.787,2,-5.065,1,0.0512,0.0146,1.12e-06,0.126,0.363,128.871
371,0.552,0.881,0,-4.52,0,0.101,0.104,5e-06,0.0971,0.524,142.558
372,0.534,0.959,7,-4.289,1,0.0379,0.0089,0.0,0.347,0.756,131.278
373,0.267,0.793,4,-7.12,1,0.0415,0.0247,0.0,0.0634,0.526,174.118
374,0.451,0.957,2,-3.166,1,0.0471,0.0619,0.00213,0.07,0.519,136.31
375,0.423,0.972,9,-2.389,0,0.0634,0.26,0.000101,0.168,0.477,132.929
376,0.326,0.805,2,-2.428,1,0.0343,0.0511,0.0,0.109,0.277,135.855
377,0.278,0.971,9,-2.285,1,0.0572,0.00484,5.45e-05,0.26,0.711,165.518
378,0.243,0.287,11,-9.429,1,0.0308,0.697,0.0,0.104,0.161,142.124
379,0.563,0.735,9,-7.305,0,0.0579,0.0226,0.0,0.123,0.356,128.01
380,0.699,0.502,9,-12.526,1,0.0278,0.0607,0.0337,0.317,0.676,105.266
381,0.497,0.849,9,-5.352,1,0.0612,0.00985,0.0,0.106,0.72,169.937
382,0.32,0.62,0,-9.686,1,0.0594,0.64,6.36e-05,0.253,0.472,86.327
383,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302
384,0.693,0.394,0,-15.882,1,0.0428,0.0782,0.000694,0.247,0.721,104.114
385,0.638,0.0811,7,-22.646,1,0.0335,0.879,0.00313,0.314,0.0503,109.154
386,0.482,0.601,7,-12.846,1,0.0486,0.00853,0.000187,0.249,0.774,125.619
387,0.28,0.908,2,-5.509,0,0.109,0.0327,8.85e-06,0.18,0.26,118.698
388,0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364
389,0.479,0.979,10,-5.077,0,0.107,0.0207,0.0,0.722,0.292,124.764
390,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945
391,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114
392,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435
393,0.486,0.744,6,-7.176,1,0.0404,0.0204,0.00298,0.112,0.362,132.446
394,0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243
395,0.588,0.301,0,-14.979,1,0.0294,0.221,0.00236,0.128,0.19,112.458
396,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361
397,0.656,0.931,1,-5.827,1,0.0976,0.046,0.0,0.0543,0.909,144.747
398,0.19,0.265,9,-9.206,1,0.0356,0.863,0.0,0.134,0.101,79.012
399,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964
400,0.545,0.783,5,-4.261,0,0.0345,0.00489,0.0,0.132,0.551,174.084
401,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064
402,0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113
403,0.419,0.983,1,-4.073,0,0.0389,0.000583,8.09e-05,0.163,0.946,147.584
404,0.475,0.432,7,-7.844,1,0.0302,0.183,0.0,0.161,0.648,94.605
405,0.402,0.914,9,-5.215,1,0.142,0.000579,0.0,0.065,0.626,196.505
406,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-06,0.143,0.738,139.945
407,0.718,0.691,4,-6.44,1,0.0387,0.0159,0.0,0.0627,0.552,100.008
408,0.356,0.924,1,-3.74,1,0.0808,0.00101,0.0,0.0953,0.232,148.017
409,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907
410,0.719,0.935,7,-3.752,1,0.0589,0.167,0.0,0.0973,0.738,120.022
411,0.544,0.897,3,-6.056,0,0.0471,0.241,0.0,0.13,0.647,157.17
412,0.545,0.659,1,-8.18,1,0.0394,0.367,0.00111,0.415,0.599,108.04
413,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136
414,0.524,0.939,9,-3.994,1,0.113,0.00022,0.0,0.623,0.661,150.184
415,0.675,0.792,1,-6.303,1,0.0368,0.145,0.0,0.12,0.395,120.016
416,0.437,0.98,1,-3.05,1,0.0552,1.61e-05,0.00207,0.304,0.409,122.735
417,0.531,0.574,10,-6.693,0,0.113,0.114,0.0308,0.256,0.272,115.68
418,0.619,0.89,1,-7.1,1,0.0293,0.0016,0.000282,0.092,0.655,106.014
419,0.528,0.917,11,-5.465,0,0.038,0.000722,0.0023,0.257,0.55,91.03
420,0.167,0.955,7,-8.266,1,0.0832,8.22e-05,0.922,0.187,0.324,191.524
421,0.48,0.983,2,-7.25,1,0.0497,0.000113,0.754,0.265,0.624,127.849
422,0.562,0.949,11,-6.351,1,0.0461,0.00173,2.72e-05,0.209,0.886,120.564
423,0.525,0.919,0,-6.914,1,0.0457,0.000533,0.0799,0.144,0.701,128.646
424,0.283,0.962,8,-6.732,1,0.107,0.000301,0.00044,0.126,0.458,176.728
425,0.402,0.814,10,-4.954,1,0.14,0.0383,1.19e-06,0.266,0.516,170.02
426,0.682,0.616,3,-13.872,1,0.0697,0.0263,0.000288,0.0574,0.883,147.634
427,0.599,0.835,10,-13.453,0,0.0726,0.0188,0.000109,0.366,0.876,176.172
428,0.788,0.524,0,-11.538,1,0.031,0.115,0.0918,0.354,0.807,118.169
429,0.502,0.762,1,-7.286,1,0.031,0.0276,0.0042,0.135,0.254,137.329
430,0.628,0.779,7,-7.151,1,0.0259,0.0427,8.35e-05,0.463,0.927,113.687
431,0.384,0.133,6,-15.681,0,0.0419,0.747,4.97e-06,0.0696,0.124,125.305
432,0.621,0.842,5,-9.63,1,0.0647,0.0386,3.22e-05,0.358,0.461,123.071
433,0.596,0.0406,4,-14.344,1,0.0398,0.954,9.87e-06,0.0967,0.445,95.684
434,0.416,0.876,5,-3.853,1,0.0513,0.000158,0.0147,0.331,0.686,83.946
435,0.568,0.308,5,-13.063,1,0.0274,0.69,0.0,0.104,0.721,85.917
436,0.268,0.56,2,-6.734,0,0.0471,0.521,0.207,0.0782,0.334,178.766
437,0.765,0.29,4,-17.117,0,0.139,0.0279,0.0,0.571,0.506,92.409
438,0.615,0.733,8,-4.808,1,0.0335,0.152,0.0,0.109,0.796,122.58
439,0.5,0.145,9,-14.169,0,0.03,0.921,0.0,0.0857,0.197,104.706
440,0.641,0.834,8,-5.77,0,0.0526,0.179,1.25e-05,0.208,0.707,105.751
441,0.614,0.789,5,-6.206,1,0.039,0.000513,0.895,0.259,0.241,126.984
442,0.746,0.548,5,-9.057,1,0.0747,0.527,0.000141,0.0923,0.881,114.299
443,0.655,0.715,11,-7.086,0,0.0602,0.0382,8.33e-06,0.0741,0.765,107.645
444,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767
445,0.623,0.68,2,-13.255,1,0.0282,0.0056,0.000425,0.148,0.737,129.713
446,0.325,0.421,10,-8.859,1,0.0278,0.373,1.03e-06,0.126,0.39,104.146
447,0.669,0.887,11,-6.498,0,0.0295,0.0412,0.0,0.094,0.805,130.04
448,0.481,0.346,8,-11.753,1,0.0254,0.41,1.25e-05,0.377,0.183,75.593
449,0.598,0.564,0,-10.251,1,0.18,0.272,0.0,0.145,0.781,136.453
450,0.485,0.555,9,-6.928,1,0.0279,0.201,0.0,0.11,0.364,78.085
451,0.56,0.507,4,-10.588,1,0.0606,0.505,0.0,0.102,0.332,99.651
452,0.397,0.145,8,-13.042,1,0.0345,0.734,0.00231,0.142,0.0924,74.345
453,0.409,0.292,1,-11.459,0,0.11,0.512,0.0,0.0666,0.183,75.904
454,0.485,0.407,6,-14.874,0,0.0352,0.265,0.0,0.139,0.459,73.837
455,0.642,0.739,9,-5.59,1,0.0422,0.304,0.148,0.0875,0.805,82.952
456,0.346,0.552,0,-6.864,0,0.0282,0.417,0.0,0.114,0.0789,75.881
457,0.822,0.704,3,-8.242,0,0.0374,0.00864,0.627,0.0633,0.255,125.999
458,0.398,0.597,0,-6.019,1,0.0838,0.533,0.0,0.0912,0.702,93.625
459,0.622,0.374,8,-9.067,1,0.134,0.5,0.0,0.239,0.67,113.434
460,0.481,0.0303,7,-18.456,1,0.0456,0.965,0.000146,0.107,0.266,114.194
461,0.361,0.219,0,-16.553,1,0.0285,0.563,0.0,0.558,0.26,98.532
462,0.706,0.713,0,-5.512,0,0.0301,0.0596,0.0,0.132,0.544,102.037
463,0.364,0.906,7,-6.878,1,0.104,0.000424,0.0,0.371,0.463,184.98
464,0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656
465,0.544,0.665,10,-6.771,0,0.0301,0.061,0.000221,0.112,0.285,134.137
466,0.364,0.981,9,-3.848,1,0.0787,0.00316,0.0,0.152,0.437,185.698
467,0.48,0.563,7,-5.939,1,0.0304,0.865,0.0018,0.195,0.77,130.889
468,0.58,0.862,2,-9.446,1,0.0474,0.00746,0.000214,0.799,0.676,130.218
469,0.279,0.454,2,-7.733,1,0.0316,0.395,0.0,0.198,0.216,150.661
470,0.618,0.77,9,-4.589,1,0.115,0.0389,0.0,0.0732,0.776,135.028
471,0.51,0.893,7,-9.821,1,0.0588,0.0058,0.00158,0.308,0.628,129.092
472,0.573,0.899,4,-10.561,0,0.0644,0.0127,0.00557,0.138,0.499,122.032
473,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006
474,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761
475,0.512,0.714,2,-4.878,1,0.147,0.00239,0.0,0.244,0.497,82.723
476,0.66,0.806,1,-8.643,1,0.043,0.0226,0.268,0.11,0.0398,117.008
477,0.835,0.741,8,-1.609,1,0.0339,0.0172,0.0577,0.0826,0.612,111.963
478,0.716,0.73,6,-4.126,0,0.0364,0.058,7.32e-06,0.151,0.339,136.05
479,0.422,0.898,2,-5.521,1,0.0452,0.000979,0.0,0.0781,0.527,95.284
480,0.634,0.837,7,-8.899,1,0.0971,0.0256,0.0,0.198,0.519,131.85
481,0.438,0.726,7,-6.91,1,0.139,0.0259,0.0,0.749,0.438,176.574
482,0.663,0.746,2,-3.567,0,0.0321,0.0697,0.0,0.0929,0.325,102.847
483,0.595,0.87,0,-4.495,1,0.0394,0.0107,0.0,0.288,0.494,99.741
484,0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003
485,0.727,0.736,6,-6.422,0,0.0466,0.54,0.0,0.115,0.756,119.979
486,0.434,0.872,0,-2.974,1,0.0702,0.0473,1.83e-06,0.396,0.732,71.515
487,0.67,0.404,8,-10.855,1,0.188,0.317,0.0,0.22,0.622,131.507
488,0.509,0.987,10,-3.198,0,0.0886,8.05e-05,0.000928,0.119,0.647,138.039
489,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042
490,0.603,0.697,9,-5.297,1,0.0552,0.229,7.26e-05,0.101,0.827,145.508
491,0.502,0.831,2,-3.723,1,0.295,0.105,1.3e-06,0.174,0.451,199.972
492,0.511,0.972,10,-3.751,1,0.0413,5.36e-06,0.00101,0.19,0.532,132.97
493,0.237,0.942,7,-4.738,1,0.069,0.000348,0.00362,0.316,0.592,180.51
494,0.729,0.756,8,-5.119,1,0.0294,0.131,0.0,0.0527,0.522,104.945
495,0.61,0.683,2,-3.879,0,0.0253,0.00382,1.79e-06,0.125,0.466,108.003
496,0.689,0.702,6,-5.642,0,0.0261,0.216,0.0,0.159,0.484,99.031
497,0.59,0.855,4,-9.486,1,0.163,0.0679,0.00377,0.174,0.793,136.648
498,0.614,0.708,7,-8.456,1,0.0307,0.0115,0.0,0.0586,0.849,120.651
499,0.222,0.664,0,-5.242,0,0.0379,0.0039,0.65,0.239,0.101,186.044
500,0.506,0.392,10,-12.784,1,0.0373,0.713,0.000574,0.316,0.268,123.81
501,0.442,0.922,2,-5.086,1,0.0655,0.0532,3.86e-06,0.0768,0.855,162.272
502,0.705,0.7,0,-7.38,1,0.0295,0.0192,0.0,0.0755,0.765,122.841
503,0.616,0.298,2,-7.712,1,0.0274,0.78,0.0,0.0973,0.712,82.471
504,0.697,0.861,5,-8.449,0,0.0295,0.00837,0.000301,0.339,0.772,134.051
505,0.666,0.854,8,-8.442,0,0.0565,0.0044,0.769,0.313,0.748,136.954
506,0.715,0.951,6,-6.488,1,0.132,0.152,0.0,0.302,0.671,126.643
507,0.427,0.647,6,-8.944,0,0.0353,0.102,2.13e-06,0.133,0.298,99.753
508,0.657,0.949,9,-4.037,1,0.0626,0.00067,0.00067,0.201,0.49,145.059
509,0.497,0.349,7,-14.0,1,0.0297,0.0929,0.028,0.259,0.421,113.762
510,0.618,0.753,7,-5.05,0,0.0451,0.637,0.0,0.0905,0.557,120.041
511,0.672,0.441,1,-9.065,0,0.0268,0.00991,6.7e-06,0.109,0.429,115.059
512,0.405,0.2,9,-12.873,1,0.0387,0.85,0.0,0.0744,0.213,134.926
513,0.618,0.778,5,-6.372,1,0.0423,0.0708,0.000481,0.21,0.729,92.843
514,0.721,0.462,0,-9.954,1,0.0459,0.308,0.000172,0.0875,0.158,130.042
515,0.673,0.663,0,-7.29,1,0.0269,0.217,0.017,0.177,0.671,120.634
516,0.719,0.229,8,-10.239,1,0.0333,0.984,0.883,0.104,0.289,125.983
517,0.688,0.659,0,-7.617,0,0.083,0.572,0.922,0.323,0.638,75.364
518,0.588,0.225,11,-11.139,0,0.034,0.798,0.632,0.0693,0.102,74.976
519,0.709,0.29,7,-11.023,1,0.0335,0.928,0.776,0.109,0.206,147.942
520,0.41,0.214,2,-16.48,0,0.0289,0.829,0.0165,0.0851,0.18,92.839
521,0.473,0.91,9,-6.728,1,0.0664,0.0655,0.0,0.607,0.607,101.122
522,0.576,0.495,1,-9.557,0,0.027,0.156,0.242,0.346,0.389,128.052
523,0.91,0.487,0,-12.205,1,0.0794,0.00261,0.676,0.109,0.0647,123.018
524,0.37,0.291,7,-14.216,1,0.0272,0.522,0.00553,0.66,0.35,71.323
525,0.519,0.189,2,-11.54,1,0.0375,0.967,0.000802,0.0717,0.386,124.964
526,0.565,0.942,8,-6.821,1,0.0518,0.00107,0.000406,0.152,0.568,137.973
527,0.591,0.829,11,-8.566,1,0.0384,0.28,0.00867,0.11,0.775,90.013
528,0.316,0.769,0,-5.283,0,0.0422,0.0142,0.0,0.0928,0.127,122.507
529,0.355,0.351,1,-13.572,1,0.0621,0.16,0.0,0.109,0.431,171.896
530,0.507,0.457,11,-4.921,0,0.0891,0.345,8.27e-05,0.0972,0.291,134.577
531,0.45,0.488,9,-8.702,1,0.0329,0.38,3.38e-05,0.649,0.272,159.965
532,0.466,0.706,6,-7.943,0,0.0544,0.0084,0.00163,0.223,0.149,101.009
533,0.661,0.733,0,-2.7,0,0.0434,0.0153,0.0,0.0982,0.612,143.932
534,0.519,0.85,6,-4.678,0,0.0354,0.000246,0.014,0.279,0.211,132.022
535,0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794
536,0.5,0.874,2,-3.867,1,0.0371,0.00147,0.0664,0.0714,0.331,130.048
537,0.515,0.876,8,-3.756,1,0.0292,0.000932,0.000166,0.136,0.385,145.916
538,0.526,0.166,4,-15.227,1,0.0859,0.964,0.0,0.229,0.549,131.375
539,0.675,0.861,0,-9.269,1,0.0274,0.00182,0.000179,0.199,0.783,135.063
540,0.572,0.863,0,-6.543,0,0.0319,0.00277,0.448,0.0323,0.681,140.021
541,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989
542,0.698,0.991,9,-4.29,0,0.068,0.11,0.0016,0.261,0.321,132.993
543,0.466,0.438,4,-12.858,1,0.0608,0.089,5.62e-06,0.113,0.587,193.1
544,0.649,0.869,1,-5.422,0,0.0459,0.0193,0.0589,0.236,0.48,102.049
545,0.543,0.529,7,-9.717,1,0.0301,0.326,0.00269,0.709,0.746,85.126
546,0.456,0.233,8,-12.634,1,0.0255,0.433,6.42e-05,0.0538,0.424,75.174
547,0.408,0.48,9,-11.017,1,0.0266,0.155,1.82e-05,0.0877,0.19,156.344
548,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728
549,0.59,0.306,10,-16.326,1,0.0325,0.328,6.95e-06,0.0377,0.493,77.069
550,0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372
551,0.499,0.364,2,-8.839,1,0.0307,0.467,0.0989,0.115,0.271,155.075
552,0.286,0.378,10,-8.752,1,0.0382,0.803,0.000518,0.107,0.113,69.316
553,0.486,0.867,7,-5.483,1,0.0295,0.0237,1.66e-06,0.155,0.281,92.757
554,0.542,0.915,9,-9.637,1,0.0549,0.319,5.34e-05,0.171,0.92,159.81
555,0.485,0.193,11,-16.985,0,0.0322,0.697,0.0262,0.135,0.079,79.926
556,0.515,0.594,1,-4.708,1,0.0262,0.00844,0.00658,0.0752,0.218,146.564
557,0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033
558,0.327,0.533,2,-7.762,1,0.0317,0.451,0.0706,0.284,0.589,189.23
559,0.593,0.727,0,-6.132,1,0.0366,0.0582,0.0,0.0656,0.446,86.495
560,0.494,0.923,1,-4.636,1,0.0406,0.00451,0.0,0.124,0.869,169.949
561,0.398,0.57,4,-7.068,1,0.034,0.056,0.00125,0.0606,0.234,140.974
562,0.475,0.563,10,-6.359,1,0.0367,0.16,2.06e-06,0.127,0.604,77.976
563,0.62,0.403,1,-6.998,0,0.0393,0.636,0.0,0.128,0.528,135.84
564,0.46,0.923,9,-4.462,1,0.0324,0.000425,0.0,0.731,0.494,155.105
565,0.52,0.669,0,-12.925,1,0.0417,0.011,4.83e-05,0.13,0.694,203.097
566,0.599,0.642,0,-6.936,1,0.0363,0.164,3.33e-05,0.0992,0.349,115.412
567,0.422,0.437,4,-8.206,0,0.0402,0.61,0.00487,0.0843,0.505,161.636
568,0.286,0.796,2,-4.625,1,0.0388,0.47,0.063,0.364,0.12,150.272
569,0.855,0.59,6,-5.608,0,0.0449,0.364,2.67e-05,0.126,0.926,104.984
570,0.455,0.761,3,-4.734,1,0.0373,0.102,0.0,0.168,0.494,163.998
571,0.119,0.088,11,-15.926,0,0.0365,0.787,0.0266,0.101,0.0438,90.633
572,0.817,0.599,0,-9.249,0,0.0328,0.132,0.000311,0.0873,0.548,108.873
573,0.737,0.492,4,-9.631,0,0.0306,0.109,0.0,0.17,0.35,100.495
574,0.249,0.248,7,-8.976,1,0.0333,0.71,0.0,0.093,0.0812,150.318
575,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284
576,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82e-05,0.118,0.142,92.923
577,0.667,0.548,9,-7.802,1,0.0262,0.744,0.0122,0.0946,0.29,112.549
578,0.5,0.909,8,-5.006,1,0.0424,0.000319,0.0204,0.111,0.307,102.481
579,0.615,0.711,11,-5.507,1,0.0779,0.0444,0.0,0.145,0.711,144.036
580,0.512,0.754,0,-6.031,1,0.0549,0.135,0.0,0.0881,0.336,147.89
581,0.634,0.607,7,-6.787,1,0.0301,0.00186,0.0,0.142,0.359,91.996
582,0.378,0.349,10,-12.918,1,0.0455,0.817,0.0,0.0999,0.663,184.428
583,0.658,0.575,11,-10.365,1,0.0267,0.243,0.0,0.122,0.504,108.329
584,0.652,0.917,6,-6.72,1,0.0548,0.0082,0.0,0.0509,0.459,132.975
585,0.562,0.646,2,-4.937,0,0.0372,0.408,4.39e-05,0.122,0.274,81.77
586,0.72,0.263,11,-14.08,1,0.0732,0.898,0.0,0.713,0.825,108.733
587,0.94,0.837,9,-4.143,0,0.146,0.079,2.63e-05,0.135,0.924,119.985
588,0.629,0.897,2,-3.401,1,0.0483,0.0424,0.0,0.263,0.93,161.944
589,0.232,0.216,10,-10.674,1,0.0314,0.936,4.93e-06,0.246,0.432,94.268
590,0.725,0.859,7,-6.208,1,0.0636,0.0173,0.0137,0.048,0.53,131.697
591,0.599,0.837,5,-4.045,0,0.0394,0.00684,6.93e-05,0.104,0.561,104.457
592,0.76,0.605,6,-8.782,1,0.372,0.431,0.0,0.141,0.452,105.69
593,0.548,0.246,2,-13.453,1,0.0355,0.732,0.0,0.361,0.1,122.466
594,0.66,0.689,4,-2.671,0,0.0337,0.0884,0.0,0.0922,0.427,127.98
595,0.474,0.537,2,-6.77,1,0.0649,0.0758,0.0,0.316,0.335,90.103
596,0.254,0.657,10,-4.995,1,0.0385,0.19,0.0,0.0952,0.352,151.045
597,0.539,0.792,5,-4.721,0,0.0355,0.0474,2.07e-06,0.0977,0.682,81.576
598,0.462,0.665,0,-5.617,1,0.0288,0.157,1.44e-06,0.14,0.683,177.25
599,0.485,0.425,4,-14.967,1,0.0311,0.00342,0.706,0.0913,0.21,118.456
600,0.426,0.378,4,-11.752,0,0.0292,0.335,0.833,0.266,0.124,113.033
601,0.37,0.444,0,-12.24,1,0.0303,0.18,0.917,0.109,0.314,103.016
602,0.616,0.787,5,-8.483,1,0.0378,0.209,0.118,0.0403,0.528,112.028
603,0.833,0.246,9,-14.249,1,0.0491,0.578,0.807,0.297,0.685,109.999
604,0.597,0.46,9,-11.666,1,0.0309,0.361,0.324,0.0542,0.742,83.025
605,0.23,0.18,6,-13.444,1,0.0383,0.9,0.679,0.0745,0.118,130.449
606,0.431,0.421,6,-10.887,0,0.0286,0.706,0.0537,0.527,0.414,94.044
607,0.462,0.305,2,-15.147,0,0.0302,0.00104,0.886,0.115,0.116,107.934
608,0.0659,0.0846,9,-20.033,0,0.0407,0.868,0.856,0.311,0.0378,63.435
