,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
609,0.497,0.693,8,-7.024,1,0.0565,0.19,0.0,0.215,0.358,111.539
610,0.283,0.278,7,-16.084,1,0.0338,0.735,0.14,0.42,0.395,115.751
611,0.533,0.506,7,-7.304,1,0.0245,0.565,0.0,0.113,0.252,74.816
612,0.715,0.327,0,-11.814,1,0.033,0.782,0.000344,0.625,0.713,84.369
613,0.28,0.215,10,-11.296,1,0.0337,0.921,0.0,0.113,0.0905,132.223
614,0.541,0.385,4,-13.304,1,0.0271,0.169,0.000686,0.0974,0.38,143.988
615,0.293,0.273,7,-12.695,0,0.0335,0.0941,2.93e-05,0.134,0.132,180.052
616,0.61,0.762,11,-11.207,1,0.0316,0.00976,0.000505,0.419,0.778,136.149
617,0.621,0.8,4,-7.284,0,0.0344,0.0263,1.51e-05,0.0591,0.968,149.91
618,0.475,0.899,9,-4.321,0,0.0637,0.00375,1.91e-05,0.14,0.603,152.445
619,0.534,0.236,1,-12.755,0,0.0276,0.766,0.0,0.112,0.252,100.723
620,0.695,0.499,0,-13.283,1,0.0661,0.179,0.0,0.0598,0.695,108.085
621,0.638,0.988,1,-5.042,1,0.0921,0.0302,1.16e-05,0.371,0.723,117.955
622,0.335,0.218,7,-12.309,1,0.0328,0.758,1.52e-06,0.0849,0.317,121.139
623,0.676,0.695,11,-13.395,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93
624,0.309,0.596,5,-5.599,1,0.0293,0.101,0.0,0.21,0.161,164.587
625,0.37,0.0772,0,-19.322,1,0.0414,0.642,0.69,0.112,0.0954,119.942
626,0.63,0.894,10,-4.592,1,0.0544,0.255,0.0,0.181,0.364,142.051
627,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818
628,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979
629,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021
630,0.638,0.359,1,-6.457,1,0.029,0.782,0.0,0.0972,0.294,59.965
631,0.552,0.89,8,-3.409,1,0.0342,0.000143,0.0,0.888,0.716,146.525
632,0.324,0.335,0,-15.595,1,0.0355,0.099,1.08e-06,0.0995,0.141,119.513
633,0.419,0.734,7,-7.841,1,0.0294,0.00357,2.32e-05,0.243,0.729,130.783
634,0.512,0.865,9,-6.101,1,0.189,0.378,3.03e-05,0.146,0.836,123.331
635,0.445,0.848,4,-4.608,0,0.133,0.00334,0.0456,0.0881,0.611,135.749
636,0.361,0.859,3,-5.122,0,0.0585,0.00339,0.679,0.0864,0.231,132.222
637,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433
638,0.645,0.585,6,-6.122,1,0.0513,0.00314,0.0,0.165,0.353,131.931
639,0.697,0.56,9,-6.926,1,0.121,0.594,1.71e-06,0.112,0.448,157.521
640,0.499,0.468,0,-9.995,0,0.0396,0.795,0.88,0.0899,0.0763,141.463
641,0.337,0.331,5,-10.16,1,0.0385,0.657,0.0,0.085,0.35,103.203
642,0.184,0.623,2,-12.145,0,0.0883,0.367,0.814,0.0467,0.0382,106.569
643,0.232,0.494,9,-11.58,0,0.0569,0.578,0.0623,0.0897,0.0385,109.138
644,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529
645,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891
646,0.488,0.824,2,-7.878,1,0.0823,0.0112,0.0,0.348,0.24,134.814
647,0.298,0.356,3,-10.955,1,0.0353,0.858,0.000377,0.0652,0.052,101.605
648,0.726,0.484,2,-6.707,0,0.0477,0.274,2.44e-06,0.0874,0.561,62.493
649,0.649,0.406,9,-7.509,1,0.0304,0.822,7.34e-06,0.113,0.404,108.997
650,0.581,0.28,4,-9.091,0,0.0381,0.936,1.56e-05,0.305,0.813,137.831
651,0.637,0.263,5,-9.094,0,0.0399,0.873,0.0,0.164,0.487,97.423
652,0.678,0.346,3,-8.571,1,0.0345,0.848,0.0,0.128,0.461,135.989
653,0.546,0.808,1,-6.353,1,0.067,0.112,0.48,0.263,0.763,170.034
654,0.668,0.89,2,-5.005,0,0.0329,0.45,1.94e-05,0.0545,0.893,133.876
655,0.71,0.0565,7,-15.099,1,0.0534,0.965,0.0,0.0889,0.348,123.994
656,0.697,0.964,7,-3.611,1,0.117,0.0134,0.0534,0.0486,0.783,99.017
657,0.832,0.948,4,-3.979,0,0.0502,0.192,0.000117,0.0806,0.864,121.973
658,0.674,0.747,5,-9.251,1,0.0767,0.0019,0.0205,0.176,0.905,128.196
659,0.751,0.747,7,-5.494,0,0.0581,0.0274,0.0,0.147,0.792,129.054
660,0.622,0.601,1,-8.702,1,0.0319,0.183,1.63e-06,0.129,0.438,141.931
661,0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559
662,0.589,0.799,7,-5.233,0,0.0907,0.0771,6.46e-06,0.37,0.713,143.954
663,0.78,0.529,2,-9.549,1,0.498,0.896,0.0,0.654,0.966,141.763
664,0.507,0.683,7,-8.079,1,0.0316,0.303,0.000132,0.142,0.901,95.732
665,0.617,0.507,1,-5.926,0,0.0551,0.0431,6.91e-06,0.106,0.879,100.166
666,0.615,0.876,3,-2.881,1,0.033,0.162,0.0,0.117,0.744,98.045
667,0.241,0.394,6,-7.293,1,0.0299,0.597,0.0105,0.332,0.0964,131.266
668,0.923,0.339,9,-11.391,1,0.0712,0.0629,0.0299,0.101,0.571,111.013
669,0.605,0.587,9,-6.028,1,0.0479,0.468,0.0,0.105,0.43,169.876
670,0.583,0.619,4,-6.827,1,0.0443,0.172,0.0,0.0951,0.804,159.973
671,0.848,0.673,1,-4.101,1,0.293,0.169,0.0,0.0865,0.94,94.921
672,0.704,0.59,4,-8.183,1,0.0435,0.604,0.0,0.1,0.565,114.069
673,0.693,0.435,6,-5.866,1,0.284,0.0124,3.7e-05,0.0871,0.598,99.946
674,0.292,0.359,5,-9.043,1,0.0328,0.697,1.85e-05,0.108,0.228,177.334
675,0.571,0.463,9,-8.076,1,0.115,0.779,1.21e-06,0.179,0.606,121.567
676,0.678,0.574,3,-7.943,1,0.0845,0.363,3.89e-05,0.0815,0.448,148.916
677,0.61,0.878,8,-5.436,1,0.0498,0.519,0.0,0.242,0.758,133.054
678,0.454,0.756,1,-5.407,1,0.0676,0.484,0.0,0.0937,0.763,147.657
679,0.719,0.732,1,-4.518,1,0.246,0.352,0.0,0.0738,0.895,106.329
680,0.365,0.678,7,-5.897,1,0.143,0.623,0.0,0.155,0.745,176.264
681,0.628,0.654,1,-5.466,0,0.0452,0.813,6.6e-06,0.106,0.673,102.025
682,0.712,0.888,7,-4.996,1,0.0621,0.61,0.000614,0.116,0.51,100.0
683,0.71,0.688,6,-6.622,1,0.0305,0.656,1.62e-06,0.0972,0.768,136.032
684,0.425,0.993,4,-3.974,0,0.108,0.00432,0.0,0.284,0.156,96.043
685,0.428,0.626,4,-6.639,0,0.0339,0.222,8.22e-05,0.277,0.379,86.02
686,0.399,0.721,4,-5.562,0,0.0523,0.0621,0.00282,0.278,0.113,160.125
687,0.545,0.6,0,-10.27,1,0.0309,0.197,0.000446,0.104,0.587,180.024
688,0.814,0.77,4,-6.169,0,0.0509,0.0401,2.04e-05,0.202,0.776,119.995
689,0.719,0.708,0,-7.418,1,0.0417,0.00645,0.201,0.064,0.256,126.015
690,0.47,0.958,4,-3.382,0,0.0964,0.00183,0.0012,0.107,0.255,76.977
691,0.504,0.704,9,-5.85,0,0.0417,0.0118,0.565,0.194,0.317,113.276
692,0.385,0.791,7,-2.647,1,0.0949,0.454,0.0,0.0755,0.764,194.642
693,0.763,0.875,9,-5.797,0,0.0262,0.024,5.41e-06,0.599,0.8,123.013
694,0.379,0.932,4,-5.957,1,0.127,0.0571,0.0261,0.667,0.312,115.786
695,0.537,0.615,0,-7.173,1,0.0252,0.136,0.79,0.123,0.34,76.0
696,0.584,0.612,2,-5.833,1,0.0283,0.448,0.0,0.171,0.402,81.182
697,0.805,0.577,6,-9.982,0,0.0589,0.00833,0.934,0.103,0.321,122.985
698,0.523,0.879,2,-7.062,1,0.0288,4.74e-05,0.794,0.113,0.185,128.012
699,0.446,0.702,2,-6.341,0,0.0791,0.132,0.00376,0.138,0.305,146.051
700,0.268,0.969,8,-4.25,0,0.233,0.00086,0.00221,0.316,0.261,140.861
701,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959
702,0.344,0.325,11,-10.005,0,0.0287,0.35,0.0223,0.0686,0.0775,118.515
703,0.481,0.267,0,-8.588,1,0.0322,0.759,0.0,0.156,0.397,106.143
704,0.647,0.896,4,-5.949,1,0.0509,0.0709,0.0505,0.0614,0.953,118.729
705,0.492,0.85,7,-6.137,1,0.159,0.277,3.46e-05,0.634,0.343,119.469
706,0.358,0.188,7,-14.325,1,0.0336,0.85,0.000141,0.109,0.116,173.849
707,0.434,0.0548,3,-13.747,1,0.0578,0.696,0.0,0.145,0.35,178.554
708,0.683,0.934,6,-4.87,0,0.0424,0.0726,0.000135,0.0983,0.255,130.036
709,0.539,0.452,4,-16.838,0,0.0461,0.0238,0.0197,0.944,0.928,163.101
710,0.364,0.525,7,-8.405,1,0.0297,0.0459,3.04e-05,0.131,0.256,104.1
711,0.425,0.401,7,-9.427,1,0.0315,0.943,3.44e-06,0.072,0.531,115.71
712,0.729,0.93,6,-7.96,0,0.0405,0.145,0.338,0.92,0.965,136.014
713,0.394,0.228,4,-12.584,1,0.0431,0.966,3.81e-05,0.113,0.258,104.625
714,0.565,0.857,9,-5.349,1,0.079,0.000239,0.0425,0.0433,0.291,128.006
715,0.837,0.954,8,-3.512,0,0.0414,0.0933,0.000405,0.143,0.972,127.019
716,0.587,0.622,4,-5.535,1,0.0303,0.0927,0.000636,0.2,0.231,107.943
717,0.24,0.254,5,-12.096,1,0.0369,0.929,0.000161,0.134,0.192,152.738
718,0.834,0.551,10,-9.103,1,0.0684,0.00911,0.0236,0.107,0.431,120.015
719,0.388,0.694,5,-5.769,1,0.0735,0.118,0.000293,0.082,0.365,145.434
720,0.725,0.259,2,-10.959,1,0.0382,0.843,2.63e-06,0.112,0.2,133.849
721,0.517,0.531,4,-4.84,0,0.0605,0.341,0.0,0.102,0.385,139.852
722,0.658,0.267,4,-7.729,1,0.0969,0.576,0.0,0.112,0.666,132.826
723,0.799,0.597,0,-4.791,0,0.03,0.00462,0.0742,0.143,0.615,111.94
724,0.525,0.461,4,-6.48,1,0.062,0.324,0.0,0.101,0.0629,177.911
725,0.343,0.405,10,-6.931,1,0.0451,0.339,0.0,0.0863,0.478,79.477
726,0.603,0.252,6,-12.192,1,0.0339,0.286,1.16e-06,0.0563,0.0667,109.912
727,0.648,0.75,7,-3.454,1,0.0906,0.0198,2.95e-06,0.116,0.484,93.056
728,0.266,0.188,5,-11.718,1,0.0347,0.923,4.1e-06,0.12,0.134,87.144
729,0.412,0.428,0,-10.635,1,0.0397,0.438,2.4e-06,0.0778,0.677,98.038
730,0.618,0.779,2,-5.877,1,0.0472,0.173,0.0325,0.307,0.474,96.754
731,0.588,0.605,8,-6.849,1,0.0638,0.327,0.13,0.129,0.764,80.121
732,0.387,0.605,5,-8.321,1,0.0315,0.144,0.000147,0.279,0.188,138.769
733,0.501,0.493,8,-9.651,1,0.0271,0.328,0.0,0.162,0.103,68.412
734,0.536,0.933,1,-5.321,1,0.0663,0.000961,0.0019,0.276,0.54,123.839
735,0.722,0.514,0,-13.198,0,0.033,0.823,0.00488,0.103,0.618,94.01
736,0.549,0.147,6,-12.579,0,0.032,0.869,0.0,0.111,0.0846,105.972
737,0.645,0.552,3,-7.623,1,0.033,0.167,2.33e-05,0.0718,0.214,102.881
738,0.277,0.331,5,-9.292,1,0.0373,0.515,6.26e-05,0.111,0.256,133.233
739,0.717,0.817,11,-9.188,0,0.0415,0.00945,0.0263,0.134,0.893,134.492
740,0.48,0.195,10,-11.952,1,0.0313,0.936,0.000762,0.18,0.411,133.563
741,0.798,0.292,0,-17.112,1,0.0777,0.152,0.00101,0.185,0.812,98.653
742,0.637,0.79,10,-6.776,0,0.0383,0.0458,0.0041,0.249,0.607,164.822
743,0.285,0.462,5,-6.166,0,0.0291,0.428,5.61e-06,0.122,0.0923,142.365
744,0.549,0.747,11,-5.74,0,0.0433,2.85e-05,0.000131,0.111,0.216,124.956
745,0.583,0.584,5,-5.362,0,0.0314,0.254,0.0,0.123,0.136,140.039
746,0.563,0.842,6,-3.639,0,0.319,0.0026,0.0,0.16,0.336,95.392
747,0.669,0.941,1,-5.765,0,0.0313,0.00129,4.3e-06,0.886,0.841,134.809
748,0.793,0.674,7,-9.213,1,0.0397,0.00723,0.734,0.206,0.832,123.061
749,0.676,0.352,2,-10.239,0,0.0345,0.129,0.283,0.11,0.492,121.438
750,0.575,0.295,11,-12.584,1,0.0326,0.484,0.703,0.0639,0.394,144.366
751,0.591,0.45,5,-13.291,0,0.26,0.312,0.000116,0.147,0.304,144.201
752,0.429,0.565,6,-7.274,1,0.025,0.0142,3.72e-06,0.101,0.192,85.716
753,0.704,0.66,2,-7.698,1,0.0437,0.118,0.00372,0.389,0.469,155.085
754,0.307,0.847,11,-4.215,1,0.0551,0.0215,0.0,0.0783,0.34,93.072
755,0.53,0.525,5,-6.767,0,0.0522,0.0842,2.11e-05,0.109,0.231,179.944
756,0.497,0.654,1,-6.645,0,0.0324,0.0209,0.00044,0.0322,0.319,83.127
757,0.591,0.935,6,-2.664,1,0.0478,0.000284,0.000278,0.142,0.736,140.043
758,0.494,0.495,7,-8.855,1,0.0312,0.184,0.0,0.127,0.233,126.515
759,0.606,0.414,5,-8.94,0,0.0346,0.533,0.263,0.0642,0.585,203.673
760,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042
761,0.326,0.685,10,-5.576,1,0.179,0.503,0.0,0.427,0.409,86.882
762,0.749,0.831,8,-5.326,1,0.0412,0.000721,0.35,0.101,0.848,124.985
763,0.723,0.812,9,-8.736,1,0.0468,0.00607,0.717,0.0436,0.135,122.021
764,0.469,0.532,9,-15.666,0,0.0609,0.0128,0.125,0.118,0.52,160.914
765,0.403,0.644,2,-8.608,1,0.0439,0.0991,0.000179,0.231,0.714,211.27
766,0.699,0.294,5,-13.205,0,0.0294,0.587,0.0,0.117,0.893,96.615
767,0.785,0.457,1,-13.827,0,0.0273,0.643,2.57e-06,0.172,0.692,104.205
768,0.604,0.794,4,-5.58,0,0.0394,0.00696,0.121,0.067,0.863,105.992
769,0.722,0.588,6,-5.932,1,0.0544,0.0319,0.0,0.183,0.59,134.01
770,0.629,0.511,1,-8.651,1,0.0326,0.114,3.91e-06,0.0588,0.181,128.038
771,0.81,0.536,10,-11.573,1,0.0583,0.466,0.00074,0.0401,0.957,97.311
772,0.805,0.416,1,-7.559,0,0.0789,0.0259,0.172,0.142,0.535,122.012
773,0.657,0.435,10,-15.707,1,0.0552,0.739,0.0,0.167,0.771,135.975
774,0.712,0.549,5,-9.484,1,0.0254,0.011,0.0,0.118,0.552,109.882
775,0.761,0.626,5,-12.635,1,0.0421,0.0174,0.629,0.0879,0.712,124.027
776,0.785,0.892,9,-4.71,1,0.0356,0.0711,0.00051,0.113,0.974,120.115
777,0.652,0.812,0,-10.578,0,0.0356,0.0957,0.00137,0.0391,0.703,120.27
778,0.697,0.877,3,-4.465,1,0.0462,0.462,0.00943,0.083,0.802,101.99
779,0.852,0.298,5,-14.771,0,0.293,0.326,0.0,0.145,0.506,80.078
780,0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818
781,0.539,0.517,5,-6.999,1,0.0272,0.0956,0.0,0.111,0.408,82.987
782,0.618,0.611,7,-6.654,0,0.11,0.477,0.0333,0.162,0.224,88.07
783,0.534,0.501,3,-4.805,0,0.0354,0.127,0.000522,0.0601,0.352,124.92
784,0.359,0.768,4,-6.186,0,0.0363,0.288,0.0547,0.125,0.0771,179.988
785,0.627,0.64,8,-7.312,1,0.175,0.0604,5.52e-06,0.125,0.831,179.819
786,0.71,0.369,10,-9.072,1,0.0457,0.264,0.000255,0.117,0.0731,132.019
787,0.713,0.858,1,-5.075,1,0.0325,0.0411,4.22e-06,0.855,0.883,134.03
788,0.637,0.69,9,-3.214,0,0.0693,0.417,0.0,0.211,0.103,140.329
789,0.531,0.668,9,-4.486,1,0.042,0.102,0.0,0.218,0.161,118.806
790,0.576,0.623,0,-5.928,0,0.061,0.753,0.0126,0.206,0.176,97.896
791,0.788,0.798,9,-5.954,0,0.149,0.00613,0.00426,0.297,0.895,124.976
792,0.707,0.498,4,-13.215,0,0.0566,0.871,0.914,0.0935,0.109,110.024
793,0.183,0.715,2,-7.424,0,0.0928,0.00694,0.0687,0.1,0.147,83.783
794,0.233,0.409,2,-4.811,1,0.0315,0.699,0.0,0.107,0.177,75.239
795,0.424,0.336,4,-11.932,1,0.0463,0.628,0.00032,0.0802,0.136,132.243
796,0.537,0.75,1,-7.122,0,0.0538,0.228,0.0,0.156,0.335,168.1
797,0.41,0.496,9,-10.22,0,0.0376,0.332,1.17e-05,0.114,0.454,71.105
798,0.419,0.672,2,-6.353,1,0.092,0.623,0.0,0.412,0.304,105.212
799,0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364
800,0.45,0.733,2,-6.238,1,0.0605,0.0779,0.413,0.14,0.147,120.019
801,0.146,0.0957,9,-20.822,0,0.0393,0.917,0.829,0.0601,0.0369,139.514
802,0.754,0.54,5,-8.326,1,0.0266,0.691,7.51e-05,0.0868,0.79,101.738
803,0.656,0.225,7,-11.777,1,0.0313,0.641,6.32e-05,0.101,0.156,106.023
804,0.609,0.541,8,-5.458,1,0.0287,0.00495,0.0,0.105,0.455,89.97
805,0.186,0.51,8,-5.953,1,0.0568,0.0997,0.0353,0.067,0.2,199.928
806,0.576,0.931,0,-5.983,1,0.0335,0.00198,0.455,0.0678,0.841,129.975
807,0.504,0.674,0,-5.824,0,0.0622,0.0247,0.0,0.0757,0.0991,76.847
808,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032
809,0.635,0.516,3,-8.677,1,0.0341,0.125,0.0,0.12,0.127,114.074
810,0.569,0.367,5,-5.178,1,0.0878,0.862,0.000155,0.337,0.823,169.768
811,0.732,0.764,10,-6.503,0,0.0631,0.162,0.346,0.322,0.685,132.019
812,0.308,0.376,4,-15.24,1,0.0626,0.116,2.52e-06,0.166,0.158,186.047
813,0.536,0.642,5,-6.479,0,0.0434,0.064,0.356,0.105,0.193,138.914
814,0.689,0.66,7,-9.097,0,0.0316,0.061,0.89,0.201,0.274,120.003
